"","W1GrssyrHH","W1wrk1aMP","W1condur5MP","W1hea2MP","W1NoldBroHS","W1InCarHH","W1hous12HH","W1usevcHH","W1hiqualmum","W1hiqualdad","W1wrkfulldad","W1wrkfullmum","W1empsmum","W1empsdad","IndSchool","W1marstatmum","W1depkids","W1famtyp2","W1nssecfam","W1ethgrpYP","W1heposs9YP","W1hwndayYP","W1truantYP","W1alceverYP","W1bulrc","W1disabYP","W1yschat1","W2ghq12scr","W2disc1YP","W2depressYP","W4AlcFreqYP","W4CannTryYP","W4NamesYP","W4RacismYP","W4empsYP","W4schatYP","W4Childck1YP","W5JobYP","W5EducYP","W5Apprent1YP","W6JobYP","W6UnivYP","W6EducYP","W6Apprent1YP","W6acqno","W6gcse","W6als","W6OwnchiDV","W6Childliv","W6DebtattYP","W8DGHQSC","W8DMARSTAT","W8TENURE","W8DACTIVITY","W8QDEB2"
"1494",60335.2,2,1,2,0,1,2,1,13,"15","1",2,2,"1",0,2,1,0,5,1,3,2,2,1,2,3,30,0,2,1,"2",1,2,2,5,13,"Missing",1,"2","2","1",2,"2","2",9,4,4,2,"Missing",11,7,"1","2",1,1000
"1495",5376.8,2,1,2,0,1,4,2,20,"Missing","Missing",2,2,"Missing",0,5,1,1,2,1,3,3,2,2,1,3,19,3,2,2,"3",1,1,2,5,10,"Missing",1,"2","2","1",2,"2","2",9,4,4,2,"Missing",12,3,"1","4",2,5000
"1496",16842.8,2,1,2,1,1,2,1,16,"14","1",2,2,"1",0,2,2,0,7,1,4,1,2,2,1,3,25,0,1,1,"Missing",2,2,2,1,4,"Missing",1,"2","2","1",2,"2","2",9,4,4,2,"Missing",12,3,"1","4",1,17000
"1499",5408,2,1,2,2,1,1,1,4,"Missing","Missing",2,2,"Missing",0,6,4,1,3,1,2,4,1,1,1,3,34,3,2,3,"2",1,1,2,1,12,"Missing",1,"2","2","1",2,"2","2",9,4,4,2,"Missing",12,0,"4","4",1,1000
"1500",19734,2,1,2,1,1,2,1,8,"16","1",2,2,"1",0,2,3,0,7,1,2,3,2,2,2,3,30,0,2,1,"6",2,2,2,5,18,"Missing",1,"1","2","1",2,"1","2",9,4,4,2,"Missing",12,0,"1","7",1,7000
"1501",22208,1,1,2,0,1,2,1,20,"4","1",1,1,"1",0,2,2,0,3,1,2,5,2,2,1,3,36,1,2,2,"5",2,2,2,5,16,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",7,0,"1","5",4,15000
"1502",32416.32,2,1,2,1,1,2,1,15,"15","1",2,2,"1",0,2,3,0,4,1,1,1,2,2,2,3,38,0,2,1,"3",2,2,2,5,13,"Missing",1,"1","2","1",2,"1","2",9,4,4,2,"Missing",16,1,"1","1",1,300
"1503",5434,2,1,1,0,1,4,1,15,"Missing","Missing",2,2,"Missing",0,5,1,1,2,1,1,4,1,1,1,3,27,7,2,3,"3",1,2,2,5,15,"Missing",1,"2","2","1",2,"2","2",9,4,4,2,"Missing",10,10,"1","4",1,5000
"1504",21060,2,1,2,0,1,1,1,16,"15","1",2,2,"1",0,2,2,0,7,1,4,5,2,1,1,3,34,5,2,3,"3",2,1,2,5,16,"Missing",1,"1","2","1",2,"1","2",1,4,4,2,"Missing",12,7,"1","7",2,1000
"1508",31000,4,1,2,0,1,2,1,14,"8","1",2,2,"1",0,2,2,0,2,1,2,3,1,1,2,3,35,2,2,3,"4",1,2,2,4,16,"Missing",2,"2","2","1",2,"2","2",9,4,4,2,"Missing",13,5,"1","4",1,400
"1509",5512,2,1,2,0,1,1,1,13,"Missing","Missing",2,2,"Missing",0,5,1,1,3,1,3,2,2,2,1,2,37,0,2,1,"3",2,2,2,2,14,"Missing",2,"1","2","2",2,"1","2",7,4,4,2,"Missing",5,6,"2","5",13,1500
"1511",20532.72,2,1,2,0,1,2,1,16,"9","1",2,2,"1",0,2,2,0,6,1,3,3,2,1,1,3,29,5,2,3,"2",2,2,2,5,15,"Missing",1,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",17,5,"2","2",2,5000
"1512",NA,2,1,2,1,1,2,1,9,"16","1",2,2,"1",0,3,2,0,7,1,2,3,2,2,1,3,40,0,2,1,"3",2,2,2,5,9,"Missing",1,"2","2","1",2,"2","2",9,4,4,2,"Missing",17,0,"1","4",2,1500
"1513",NA,2,1,2,0,1,2,2,8,"15","1",2,2,"1",0,2,2,0,4,1,2,3,2,2,2,3,39,0,2,2,"3",2,2,2,5,16,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",17,0,"2","2",1,8000
"1514",19874.92,2,1,2,2,1,2,1,13,"20","1",2,2,"1",0,2,3,0,7,1,4,1,2,1,2,3,33,0,2,1,"2",1,2,2,4,11,"Missing",1,"1","1","1",2,"2","2",9,4,4,2,"Missing",11,1,"1","7",3,1100
"1515",5569.2,2,1,2,1,1,2,1,15,"Missing","Missing",2,2,"Missing",0,3,2,0,3,1,2,5,2,1,2,3,27,0,2,2,"2",1,2,2,5,11,"Missing",1,"2","2","1",2,"2","2",9,4,4,2,"Missing",7,0,"1","2",1,1500
"1516",17880.2,2,1,2,0,1,2,1,16,"16","1",2,2,"1",0,2,2,0,6,1,4,1,1,1,1,3,40,3,2,4,"3",1,2,2,4,15,"Missing",1,"1","1","1",2,"1","1",9,4,4,2,"Missing",15,2,"1","4",1,3000
"1517",NA,2,1,2,0,1,2,1,4,"2","1",2,2,"1",0,2,2,0,1,1,1,2,1,1,1,3,28,0,2,2,"2",1,2,2,5,15,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",15,6,"1","4",1,3000
"1519",5616,1,1,1,1,1,4,2,1,"Missing","Missing",1,1,"Missing",0,1,2,1,6,6,2,5,2,1,2,3,39,3,1,2,"3",1,2,2,5,18,"Missing",1,"1","2","2",2,"2","2",9,4,4,2,"Missing",10,0,"1","4",1,2000
"1520",5616,2,1,2,0,1,5,1,4,"Missing","Missing",2,2,"Missing",0,5,1,1,7,1,3,3,2,1,1,2,35,5,2,2,"6",2,1,2,5,16,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",11,3,"1","4",1,12400
"1522",5625.36,2,1,2,0,1,2,1,8,"Missing","Missing",2,2,"Missing",0,5,2,1,6,1,3,4,2,2,2,3,39,0,2,2,"Missing",2,2,2,5,17,"Missing",2,"1","2","1",2,"2","2",9,4,4,2,"Missing",5,0,"1","7",2,200
"1525",22021.48,2,1,2,1,1,2,1,20,"15","1",2,2,"1",0,2,2,0,5,1,2,5,2,1,1,3,41,0,2,1,"3",2,2,2,5,17,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",9,0,"1","7",2,17000
"1527",55668,2,1,2,3,1,2,1,1,"1","1",2,2,"1",0,2,4,0,4,1,2,1,2,1,2,3,41,0,2,1,"2",2,2,2,5,18,"Missing",1,"1","2","2",2,"2","2",9,4,4,2,"Missing",14,0,"1","4",1,1500
"1528",27549.6,2,1,2,0,1,2,1,8,"13","1",2,2,"1",0,2,2,0,2,1,3,3,2,1,2,3,34,4,2,3,"2",1,2,2,2,13,"Missing",1,"2","1","1",2,"1","1",9,4,4,2,"Missing",7,0,"2","2",1,2000
"1529",19507.28,2,1,2,0,1,2,1,14,"9","1",2,2,"1",0,2,2,0,5,1,1,0,1,2,1,3,12,0,2,2,"4",1,2,2,2,9,"Missing",2,"2","2","1",2,"1","1",9,4,4,2,"Missing",8,0,"1","7",1,6000
"1530",5720,2,1,2,2,1,4,2,20,"Missing","Missing",2,2,"Missing",0,4,3,1,7,1,2,3,2,1,1,3,37,5,2,4,"3",1,1,2,3,13,"Missing",1,"2","2","2",2,"2","2",9,4,4,2,"Missing",9,1,"1","2",5,1300
"1531",5720,2,1,1,1,1,2,1,20,"Missing","Missing",2,2,"Missing",0,5,2,1,3,3,2,5,2,2,2,3,34,0,2,1,"6",2,2,1,5,13,"Missing",1,"1","2","2",2,"2","2",9,4,4,2,"Missing",13,10,"1","4",1,14000
"1532",17720,2,1,2,0,1,2,1,20,"20","1",2,2,"1",0,2,1,0,4,1,3,2,1,1,2,3,27,0,2,1,"3",2,2,2,5,17,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",13,2,"1","5",1,2000
"1533",37960,4,1,2,1,1,2,1,2,"4","1",2,2,"1",0,2,2,0,2,1,2,2,2,2,1,3,36,2,2,2,"5",2,2,2,5,19,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",15,0,"1","4",3,12000
"1534",59048,2,1,2,1,1,2,1,19,"8","1",2,2,"1",0,3,2,0,2,1,3,1,2,2,2,1,36,1,2,1,"4",2,2,2,5,14,"Missing",1,"1","2","1",1,"Missing","Missing",2,4,4,2,"Missing",11,0,"2","5",2,60090
"1536",54754.84,2,1,2,0,1,2,1,19,"4","1",2,2,"1",0,2,2,0,2,1,2,4,2,2,2,2,35,0,2,1,"Missing",2,2,2,5,13,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",15,0,"1","7",4,0
"1537",20957.04,2,1,2,3,1,2,1,5,"16","1",2,2,"1",0,2,4,0,6,1,1,4,2,1,1,3,44,0,2,1,"2",2,2,2,5,16,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",18,1,"2","4",1,25000
"1539",38187.6,2,1,2,0,1,2,1,6,"9","1",2,2,"1",0,2,1,0,3,1,2,3,2,1,2,3,27,1,2,1,"3",2,2,2,5,13,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",13,5,"1","7",1,2500
"1540",24130.6,2,1,2,1,1,4,1,20,"15","1",2,2,"1",0,3,3,0,7,1,1,5,2,2,1,3,37,6,2,4,"2",2,2,2,5,13,"Missing",2,"1","2","1",2,"1","2",3,4,1,2,"Missing",16,1,"1","2",1,3000
"1541",5818.8,1,1,2,1,1,4,2,9,"Missing","Missing",1,1,"Missing",0,5,2,1,5,1,2,3,1,1,2,1,36,1,2,2,"1",1,2,2,3,13,"Missing",1,"2","2","1",2,"2","2",9,4,4,2,"Missing",8,5,"2","4",1,3000
"1542",NA,2,1,2,1,1,2,1,15,"Missing","1",2,2,"1",0,2,4,0,3,1,1,4,1,1,2,3,20,3,2,1,"1",1,2,2,5,15,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",10,5,"1","7",3,32000
"1543",5824,2,1,2,0,1,2,1,16,"16","3",2,2,"6",0,3,1,0,6,1,2,2,2,1,2,3,33,0,1,2,"2",1,2,2,5,15,"Missing",1,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",13,9,"2","2",1,13000
"1544",22932,5,1,2,1,1,5,1,16,"13","1",3,3,"1",0,2,2,0,2,1,2,2,1,1,2,3,37,1,2,3,"2",1,2,1,5,10,"Missing",1,"2","2","1",2,"2","2",9,4,4,2,"Missing",10,0,"1","5",1,6000
"1545",NA,2,1,2,2,1,2,1,5,"4","1",2,2,"1",0,2,3,0,2,3,2,4,2,2,2,3,44,0,2,1,"Missing",2,2,2,5,11,"Missing",2,"1","2","2",2,"1","2",3,4,1,2,"Missing",14,1,"1","4",1,13000
"1547",21850,2,1,1,1,1,4,1,7,"13","1",2,2,"1",0,2,2,0,4,1,2,1,2,1,2,2,39,1,2,1,"3",2,2,2,5,16,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",17,1,"1","4",3,30000
"1549",35850,2,1,2,2,1,1,1,20,"1","1",2,2,"1",0,2,4,0,2,4,1,5,2,2,2,3,25,10,2,4,"Missing",2,2,2,5,13,"Missing",1,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",12,10,"1","1",1,7000
"1551",31868,2,1,2,0,1,2,1,15,"13","1",2,2,"1",0,2,1,0,7,1,4,0,2,1,2,2,25,0,1,1,"Missing",1,1,2,5,11,"Missing",1,"2","1","1",2,"1","1",9,4,4,1,"2",17,6,"1","4",1,2000
"1553",17867.2,2,1,2,1,1,2,1,8,"4","2",2,2,"2",0,3,3,0,2,1,1,2,1,1,1,3,31,1,2,2,"4",1,2,2,5,12,"Missing",1,"1","2","1",2,"1","2",3,4,1,2,"Missing",14,0,"1","5",14,10000
"1554",NA,2,1,2,2,1,2,1,8,"4","1",2,2,"1",0,2,3,0,4,1,2,2,2,1,2,3,38,0,2,1,"2",1,1,2,5,15,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",15,0,"1","5",1,400
"1555",NA,2,1,2,0,1,2,1,5,"15","1",2,2,"1",0,2,1,0,3,1,1,5,2,2,2,3,43,5,2,3,"5",2,2,2,5,16,"Missing",1,"1","2","1",2,"2","2",3,4,1,2,"Missing",14,0,"1","7",11,9000
"1556",20928,2,1,1,0,1,2,1,20,"13","1",2,2,"1",1,2,1,0,4,1,1,5,2,1,1,3,37,5,2,3,"3",2,2,2,5,14,"Missing",2,"2","2","2",1,"Missing","Missing",1,4,4,2,"Missing",16,4,"1","4",6,1000
"1558",21574.8,2,1,2,1,1,2,1,15,"1","1",2,2,"1",0,2,2,0,6,1,1,3,2,1,2,3,43,2,2,3,"3",1,2,2,5,16,"Missing",1,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",15,0,"1","4",1,34000
"1560",19271.2,2,1,2,0,1,2,1,15,"15","1",2,2,"1",0,3,2,0,5,2,2,3,2,1,1,3,33,2,2,3,"3",2,2,2,2,13,"Missing",1,"1","2","1",2,"1","2",3,2,1,2,"Missing",13,0,"1","2",3,7000
"1561",27820,2,1,2,2,1,2,1,15,"17","1",2,2,"1",0,2,3,0,3,3,2,4,2,2,2,3,37,0,2,2,"Missing",2,2,2,5,16,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",14,3,"1","5",1,10000
"1562",43178.4,2,1,1,0,1,2,1,8,"15","1",2,2,"1",0,2,2,0,1,1,2,5,2,2,2,2,39,0,2,1,"5",2,2,2,5,11,"Missing",1,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",9,2,"2","4",1,14220
"1563",NA,2,1,2,0,1,2,1,4,"20","1",2,2,"1",0,2,1,0,4,1,2,1,2,2,2,3,41,1,2,1,"3",2,2,2,1,17,"Missing",1,"2","2","1",2,"2","2",9,4,4,2,"Missing",7,0,"1","5",1,250
"1565",6000,2,1,1,0,1,1,1,20,"Missing","Missing",2,2,"Missing",0,4,1,1,3,1,3,1,1,1,1,1,28,7,2,3,"3",1,1,2,5,13,"Missing",1,"1","2","1",2,"2","2",4,4,2,2,"Missing",12,9,"1","1",10,30000
"1566",18480,2,1,2,3,1,2,1,7,"19","1",2,2,"1",0,2,4,0,7,1,2,1,2,1,1,2,40,0,2,1,"4",2,1,2,5,13,"Missing",1,"2","1","2",2,"1","1",9,4,4,2,"Missing",11,0,"1","7",1,15000
"1568",206000,2,1,2,0,1,2,1,20,"9","1",2,2,"1",0,2,1,0,1,1,1,4,2,1,1,3,37,0,2,1,"1",2,2,2,5,13,"Missing",1,"1","2","1",2,"1","2",2,4,4,2,"Missing",14,4,"1","7",1,20000
"1569",9694.88,2,1,1,3,1,5,1,16,"19","3",2,2,"3",0,2,4,0,6,1,2,2,2,1,2,3,33,2,1,2,"Missing",2,2,2,5,14,"Missing",2,"1","2","2",2,"2","2",9,4,4,2,"Missing",11,1,"1","6",5,1000
"1570",20758.4,2,1,2,0,1,1,1,9,"19","1",2,2,"1",0,2,2,0,7,1,1,2,2,2,2,3,37,1,2,2,"5",2,2,2,5,14,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",9,6,"1","7",1,20
"1572",16075.28,2,1,2,0,1,1,1,20,"20","1",2,2,"1",0,2,2,0,7,1,1,2,2,2,2,2,27,0,2,2,"2",2,2,2,5,16,"Missing",2,"1","2","2",2,"1","2",3,4,1,2,"Missing",10,0,"1","2",1,800
"1574",6115.2,2,2,2,3,1,6,1,6,"Missing","Missing",2,2,"Missing",0,1,4,1,3,6,3,1,1,1,1,3,20,8,2,4,"5",2,1,2,5,9,"Missing",2,"1","2","1",2,"2","2",3,4,1,1,"1",14,7,"1","4",6,8000
"1575",NA,2,1,2,2,1,2,1,16,"16","1",2,2,"1",0,2,3,0,6,1,1,5,2,2,2,3,34,0,2,2,"2",2,2,2,5,18,"Missing",1,"1","2","2",2,"2","2",9,4,4,2,"Missing",6,1,"1","2",1,2500
"1576",NA,2,1,2,0,1,2,1,20,"20","1",2,2,"1",0,2,2,0,7,1,3,3,1,1,2,3,39,8,2,3,"5",2,2,2,5,17,"Missing",1,"1","2","1",2,"1","2",4,4,2,2,"Missing",9,0,"1","7",1,2300
"1577",36025.6,2,1,2,0,1,2,1,8,"9","1",2,2,"1",0,2,2,0,4,1,2,1,2,2,1,3,38,0,2,1,"2",2,2,2,5,16,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",14,2,"2","2",1,30000
"1578",42136,2,1,2,2,1,4,1,15,"20","1",2,2,"1",0,2,4,0,6,1,2,5,2,1,1,3,32,0,2,2,"3",1,2,2,5,18,"Missing",2,"1","2","1",2,"2","2",9,4,4,2,"Missing",15,1,"1","4",1,4500
"1579",61136,2,1,1,1,1,2,1,15,"8","1",2,2,"1",0,2,3,0,1,1,1,4,2,2,2,2,46,1,2,2,"4",2,2,2,5,16,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",13,0,"1","4",1,680
"1582",35224.4,2,1,1,0,1,2,1,16,"13","1",2,2,"1",0,2,1,0,5,1,2,3,2,1,2,3,46,0,2,1,"2",2,2,2,5,18,"Missing",1,"2","2","1",2,"2","2",9,4,4,2,"Missing",13,1,"1","7",1,5000
"1583",NA,4,1,2,1,1,2,1,2,"2","1",2,2,"1",0,2,3,0,1,1,1,3,2,2,2,3,38,0,2,2,"3",1,2,2,5,16,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",16,5,"1","4",1,500
"1584",18240,2,1,2,1,1,2,1,16,"20","1",2,2,"1",0,2,2,0,2,1,2,1,2,2,1,1,40,1,2,1,"6",2,2,2,5,15,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",14,11,"1","4",1,8500
"1585",23740,2,1,2,1,1,8,1,15,"15","1",2,2,"1",0,2,2,0,5,1,1,4,2,1,2,3,41,3,2,2,"2",2,2,2,5,7,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",21,3,"1","5",6,0
"1586",28080,2,1,2,0,1,2,1,20,"9","1",2,2,"1",0,2,2,0,5,3,1,4,2,2,2,3,42,0,2,1,"5",2,2,2,5,17,"Missing",1,"1","2","1",2,"1","2",9,4,4,2,"Missing",10,11,"1","7",1,400
"1587",49240,2,1,1,1,1,2,1,8,"4","1",2,2,"1",0,2,2,0,1,1,1,3,2,2,1,3,42,0,2,2,"5",2,2,2,5,17,"Missing",1,"1","2","2",1,"Missing","Missing",2,4,4,2,"Missing",12,1,"2","2",1,13000
"1589",28350.4,2,1,2,1,1,2,1,15,"9","1",2,2,"1",0,2,2,0,7,1,4,0,2,1,2,3,27,11,2,4,"6",1,2,2,5,9,"Missing",1,"1","2","1",2,"1","2",3,4,1,2,"Missing",6,2,"2","4",13,300
"1590",36250.4,2,1,2,2,1,2,1,15,"4","1",2,2,"1",0,2,3,0,2,1,3,1,1,1,2,3,27,9,2,4,"1",1,2,2,2,17,"Missing",1,"1","2","1",2,"1","2",3,4,1,2,"Missing",13,0,"2","4",13,3500
"1594",39871.2,2,1,2,1,1,2,1,7,"7","1",2,2,"1",0,2,2,0,2,1,2,3,2,2,2,3,37,0,2,2,"3",2,1,2,5,15,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",17,0,"1","4",1,500
"1595",47279,2,1,2,1,1,2,1,20,"2","1",2,2,"1",0,2,2,0,2,1,4,2,2,2,2,3,34,0,2,1,"5",2,2,2,5,15,"Missing",1,"2","2","2",1,"Missing","Missing",2,4,4,2,"Missing",12,7,"1","4",1,2000
"1597",6292,2,1,1,0,1,2,1,15,"Missing","Missing",2,2,"Missing",0,5,2,1,5,1,2,5,2,2,2,3,40,0,2,1,"6",2,2,2,5,15,"Missing",1,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",14,2,"1","5",1,100
"1598",24830,2,1,2,0,1,2,1,19,"13","1",2,2,"1",0,2,2,0,5,1,2,2,1,1,1,2,33,0,1,2,"2",2,2,2,3,13,"Missing",2,"2","2","2",2,"2","2",9,4,4,2,"Missing",15,3,"1","7",1,12000
"1599",6370,2,1,2,0,1,2,2,16,"Missing","Missing",2,2,"Missing",0,4,2,1,6,1,2,2,2,1,2,3,29,2,2,2,"2",2,2,2,5,11,"Missing",1,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",17,3,"1","7",1,7000
"1600",24050,2,2,2,2,1,4,1,16,"20","2",2,2,"2",0,2,3,0,7,1,3,3,2,2,2,3,36,4,2,3,"3",2,2,2,5,9,"Missing",1,"2","2","1",1,"Missing","Missing",2,4,4,2,"Missing",10,2,"1","4",1,2000
"1601",NA,2,1,1,0,1,2,1,15,"9","1",2,2,"1",0,2,3,0,5,1,2,3,1,1,1,3,34,5,2,3,"3",1,2,2,5,13,"1",1,"2","2","1",2,"2","2",9,4,4,1,"1",8,1,"1","4",2,4000
"1603",NA,2,1,1,1,1,2,1,3,"7","1",2,2,"1",0,2,3,0,1,1,2,4,2,1,1,3,29,0,2,1,"3",1,1,2,5,13,"Missing",1,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",16,1,"1","4",1,10500
"1604",44448,2,1,2,1,1,1,1,2,"2","2",1,1,"2",0,2,3,0,1,1,1,2,1,1,1,3,38,2,2,2,"1",1,2,2,2,13,"Missing",1,"1","2","1",1,"Missing","Missing",9,4,4,2,"Missing",16,0,"1","4",3,8000
"1605",26530.92,2,1,2,1,1,2,1,14,"16","1",2,2,"1",0,2,3,0,5,1,1,1,2,1,1,3,39,3,2,2,"2",2,2,2,1,11,"Missing",1,"2","2","1",2,"2","2",9,4,4,2,"Missing",9,0,"1","4",2,300
"1606",28080,2,1,2,1,1,2,1,15,"7","1",2,2,"1",0,2,2,0,1,1,2,5,2,2,1,3,35,1,2,2,"3",2,2,2,5,10,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",14,2,"1","4",1,4500
"1607",NA,2,1,2,2,1,2,1,20,"13","1",2,2,"1",0,2,4,0,4,2,1,3,2,2,2,3,44,0,1,1,"6",1,2,2,5,16,"Missing",2,"2","2","1",2,"2","2",9,4,4,2,"Missing",5,0,"4","7",1,200
"1609",6552,2,2,2,0,1,4,1,15,"Missing","Missing",2,2,"Missing",0,5,1,1,6,2,3,3,2,1,2,3,36,0,1,1,"6",2,2,2,2,16,"Missing",1,"1","2","1",2,"1","2",9,4,4,2,"Missing",14,5,"1","4",1,32000
"1610",27352,2,1,2,2,1,2,1,6,"9","1",2,2,"1",0,2,3,0,5,1,3,1,2,1,1,2,38,0,2,1,"2",1,2,2,4,15,"Missing",1,"1","1","1",2,"1","1",9,4,4,2,"Missing",13,0,"2","2",1,10000
"1611",31559.8,2,1,2,1,1,2,1,7,"4","1",2,2,"1",0,2,3,0,2,1,2,3,2,1,2,3,31,6,2,3,"2",1,2,2,5,14,"Missing",1,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",15,0,"1","7",1,400
"1612",29600,2,1,2,1,1,2,1,14,"15","1",2,2,"1",0,3,2,0,5,1,4,5,2,1,2,2,21,0,2,1,"2",1,2,2,1,7,"Missing",1,"1","1","1",2,"2","1",9,4,4,2,"Missing",10,4,"1","4",3,500
"1613",31308.16,2,1,1,1,1,2,1,15,"13","1",2,2,"1",0,2,2,0,3,1,1,4,2,2,2,3,44,3,2,3,"3",2,2,2,5,16,"Missing",1,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",13,2,"1","4",1,800
"1614",47790,2,1,1,0,1,2,1,8,"1","1",2,2,"1",0,2,1,0,2,1,2,3,2,1,2,3,31,1,2,2,"2",1,1,2,5,13,"Missing",1,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",14,2,"1","2",1,10000
"1618",6709.56,2,1,2,1,1,2,1,15,"13","3",2,2,"8",0,2,2,0,6,1,1,3,2,1,1,3,46,0,2,1,"3",2,2,2,5,13,"Missing",2,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",15,0,"1","2",1,1500
"1619",81726.72,2,1,2,0,1,2,1,15,"2","1",2,2,"1",0,2,3,0,1,1,1,2,2,1,2,2,41,1,2,2,"2",1,2,2,5,16,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",14,0,"1","2",1,10000
"1621",NA,1,1,2,1,1,2,1,15,"9","1",1,1,"1",0,2,2,0,4,1,1,3,2,2,1,3,43,0,2,2,"Missing",2,1,2,5,18,"Missing",1,"1","2","1",1,"Missing","Missing",9,4,4,2,"Missing",15,0,"1","4",6,2370
"1623",NA,2,1,2,0,1,2,1,13,"4","1",2,2,"1",0,2,2,0,2,1,3,2,2,1,1,3,39,0,2,2,"3",2,1,2,5,16,"Missing",1,"1","1","1",2,"1","1",9,4,4,2,"Missing",15,0,"2","4",4,7000
"1626",6791.2,2,1,2,2,1,2,1,15,"Missing","Missing",2,2,"Missing",0,4,3,1,3,1,3,2,2,1,2,3,43,0,2,1,"4",2,2,2,5,14,"Missing",1,"2","2","1",2,"2","2",9,4,4,2,"Missing",13,3,"1","4",13,8500
"1627",NA,2,1,2,0,1,2,1,15,"13","1",2,2,"1",0,2,2,0,2,1,2,4,2,1,2,1,40,0,2,1,"3",1,2,2,5,15,"Missing",1,"2","2","1",2,"2","2",9,4,4,2,"Missing",13,0,"1","5",1,10000
"1631",23185.76,2,1,2,1,1,2,1,8,"15","1",2,2,"1",0,2,2,0,7,1,2,3,2,1,1,3,37,3,2,2,"3",1,1,1,5,16,"Missing",2,"2","2","1",2,"2","2",9,4,4,2,"Missing",11,8,"1","4",2,400
"1633",NA,2,1,2,1,1,2,1,15,"19","1",2,2,"1",0,2,2,0,3,1,2,1,2,1,1,3,37,0,2,2,"2",1,2,2,5,11,"Missing",1,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",9,6,"1","2",1,4500
"1636",NA,4,1,2,1,1,1,1,14,"15","1",2,2,"1",0,2,4,0,7,3,2,3,1,2,1,2,42,2,1,3,"6",2,2,2,5,10,"Missing",1,"1","2","2",1,"Missing","Missing",9,4,4,2,"Missing",9,0,"2","4",1,0
"1637",NA,3,1,1,2,1,4,1,15,"2","1",1,1,"1",0,3,3,0,4,1,2,3,2,1,2,2,36,0,2,1,"2",1,2,2,5,15,"Missing",1,"2","2","1",2,"2","2",9,4,4,2,"Missing",14,0,"1","4",2,8000
"1639",7000,3,1,2,4,1,1,1,20,"15","1",3,6,"1",0,2,6,0,4,4,2,2,2,2,1,3,42,0,1,2,"Missing",2,1,1,5,15,"Missing",2,"2","2","2",2,"2","2",9,4,4,2,"Missing",16,0,"1","5",1,41000
"1640",19000,1,1,1,1,1,2,1,14,"1","1",1,1,"1",0,2,2,0,2,1,1,5,2,2,2,3,42,0,2,1,"3",2,2,2,5,18,"Missing",2,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",15,0,"1","4",1,30000
"1643",31020,2,1,2,1,1,2,1,6,"2","1",2,2,"1",0,2,3,0,1,1,1,4,2,2,2,3,32,0,2,1,"3",2,2,2,5,11,"Missing",1,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",16,0,"1","4",1,1200
"1645",71020,2,1,2,2,1,2,1,19,"9","1",2,2,"1",0,2,3,0,1,1,1,3,2,1,1,3,31,0,2,2,"4",2,2,2,5,13,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",10,10,"1","4",1,1000
